Country,Region,Subregion,World.Bank,IMF,Year,Language,Type,Class,Drug,Listed,Any.NeuP,Central.NeuP,Peripheral.NeuP,DPN,PHN,HIV,TGN
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,NDRI,Bupropion,No,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,Opioid,Methadone,No,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,SNRI,Venlafaxine,Yes,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,TCA,Clomipramine,No,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,TCA,Desipramine,No,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,TCA,Imipramine,No,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,Topical,Capsaicin,No,No,No,No,No,No,No,No
Slovakia,Europe,Eastern Europe,High,Advanced,2010,Slovak,A,Topical,Lidocaine,No,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,Anticonvulsant,Gabapentin,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2011,Slovenian,A,Anticonvulsant,Oxcarbazepine,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,Anticonvulsant,Pregabalin,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,NDRI,Bupropion,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,Opioid,Methadone,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,Opioid,Oxycodone,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,SNRI,Duloxetine,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,SNRI,Venlafaxine,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,TCA,Desipramine,No,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,TCA,Imipramine,No,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,Topical,Capsaicin,No,No,No,No,No,No,No,No
Slovenia,Europe,Southern Europe,High,Advanced,2010,Slovenian,A,Topical,Lidocaine,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,NDRI,Bupropion,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Opioid,Methadone,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Opioid,Oxycodone,Yes,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Opioid,Tramadol,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,TCA,Clomipramine,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,TCA,Desipramine,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,TCA,Imipramine,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Topical,Capsaicin,No,No,No,No,No,No,No,No
Solomon Islands,Oceania,Melanesia,Lower middle,Developing,2010,English,A,Topical,Lidocaine,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Anticonvulsant,Carbamazepine,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Anticonvulsant,Valproate,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,NDRI,Bupropion,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Opioid,Methadone,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Opioid,Morphine,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Opioid,Tramadol,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,TCA,Clomipramine,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,TCA,Desipramine,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,TCA,Imipramine,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Topical,Capsaicin,No,No,No,No,No,No,No,No
Somalia,Africa,Eastern Africa,Low,Developing,2007,English,TG,Topical,Lidocaine,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Anticonvulsant,Carbamazepine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,NDRI,Bupropion,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Opioid,Methadone,Yes,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Opioid,Morphine,Yes,Yes,No,No,No,No,Yes,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Opioid,Oxycodone,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Opioid,Tramadol,Yes,Yes,No,No,No,No,Yes,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Other,Ibuprofen,Yes,Yes,No,No,No,No,Yes,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Other,Paracetamol,Yes,Yes,No,Yes,Yes,No,Yes,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,SNRI,Duloxetine,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,TCA,Amitriptyline,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,TCA,Clomipramine,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,TCA,Desipramine,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,TCA,Imipramine,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,TCA,Nortriptyline,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Topical,Capsaicin,No,No,No,No,No,No,No,No
South Africa,Africa,Southern Africa,Upper middle,Developing,2012,English,TG,Topical,Lidocaine,No,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Opioid,Methadone,Yes,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,SNRI,Duloxetine,Yes,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,SNRI,Venlafaxine,Yes,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,TCA,Imipramine,Yes,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Sri-Lanka,Asia,Southern Asia,Lower middle,Developing,2009,English,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Anticonvulsant,Gabapentin,Yes,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Opioid,Methadone,Yes,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Opioid,Tramadol,No,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,TCA,Imipramine,Yes,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
St Vincent and the Grenadines,Americas,Caribbean,Upper middle,Developing,2010,English,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,TCA,Imipramine,Yes,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Sudan,Africa,Northern Africa,Lower middle,Developing,2007,English,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Opioid,Tramadol,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Other,Ibuprofen,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,TCA,Amitriptyline,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,TCA,Clomipramine,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,TCA,Imipramine,Yes,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Suriname,Americas,South America,Upper middle,Developing,2004,Dutch,TC,Topical,Lidocaine,Yes,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Anticonvulsant,Carbamazepine,Yes,Yes,No,Yes,No,No,No,Yes
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Anticonvulsant,Gabapentin,Yes,Yes,Yes,Yes,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Anticonvulsant,Oxcarbazepine,Yes,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Opioid,Oxycodone,Yes,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Opioid,Tramadol,No,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,SNRI,Venlafaxine,Yes,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,TCA,Amitriptyline,Yes,Yes,Yes,Yes,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Sweden,Europe,Northern Europe,High,Advanced,2013,Swedish,TC,Topical,Lidocaine,Yes,No,No,No,No,No,No,No
Syria,Asia,Western Asia,Lower middle,Developing,2008,Arabic & English,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Syria,Asia,Western Asia,Lower middle,Developing,2008,Arabic & English,TC,Anticonvulsant,Gabapentin,Yes,No,No,No,No,No,No,No
Syria,Asia,Western Asia,Lower middle,Developing,2008,Arabic & English,TC,Anticonvulsant,Oxcarbazepine,Yes,No,No,No,No,No,No,No
Syria,Asia,Western Asia,Lower middle,Developing,2008,Arabic & English,TC,Anticonvulsant,Pregabalin,Yes,No,No,No,No,No,No,No
Syria,Asia,Western Asia,Lower middle,Developing,2008,Arabic & English,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Syria,Asia,Western Asia,Lower middle,Developing,2008,Arabic & English,TC,NDRI,Bupropion,Yes,No,No,No,No,No,No,No
Syria,Asia,Western Asia,Lower middle,Developing,2008,Arabic & English,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Syria,Asia,Western Asia,Lower middle,Developing,2008,Arabic & English,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
